Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,Yes,Travel_Rarely,1420,Research & Development,14,1,Medical,1,1775,1,Male,40,2,1,Research Scientist,1,Married,2568,15980,5,Y,No,16,3,3,80,0,4,4,3,2,1,0,0
26,Yes,Travel_Rarely,979,Research & Development,2,2,Technical Degree,1,1780,1,Female,83,2,1,Laboratory Technician,1,Married,2858,15811,1,Y,No,16,3,3,80,0,5,5,3,1,0,0,1
26,Yes,Travel_Rarely,1449,Sales,14,2,Medical,1,1780,1,Female,43,2,1,Research Scientist,1,Married,2424,15816,5,Y,Yes,16,3,3,80,0,3,5,3,1,1,0,0
22,Yes,Travel_Frequently,1380,Research & Development,12,2,Technical Degree,1,1775,2,Male,83,2,1,Sales Representative,1,Married,2427,15851,2,Y,Yes,16,3,3,80,0,1,5,3,1,0,0,1
26,Yes,Travel_Frequently,1354,Research & Development,1,1,Technical Degree,1,1767,2,Male,81,2,1,Research Scientist,1,Married,2401,15828,7,Y,Yes,16,3,3,80,0,3,5,3,1,0,0,0
25,Yes,Travel_Frequently,954,Research & Development,3,1,Medical,1,1770,3,Female,89,2,1,Sales Representative,2,Married,2417,15986,6,Y,Yes,16,3,3,80,0,1,3,3,1,0,0,0
28,Yes,Travel_Frequently,638,Sales,3,2,Medical,1,1752,3,Male,97,3,1,Human Resources,2,Married,2386,11556,1,Y,No,11,3,3,80,2,8,2,2,7,0,1,1
27,Yes,Travel_Frequently,426,Human Resources,6,1,Medical,1,1784,3,Male,67,1,1,Sales Representative,2,Married,1696,11466,1,Y,No,11,3,3,80,2,18,2,2,4,1,3,6
45,Yes,Travel_Frequently,459,Sales,6,1,Medical,1,1780,3,Male,74,3,1,Research Scientist,2,Married,2645,11186,1,Y,No,11,3,3,80,1,3,2,2,5,4,0,4
44,Yes,Travel_Frequently,309,Sales,7,2,Human Resources,1,1760,3,Male,96,1,1,Research Scientist,2,Married,2285,11416,1,Y,Yes,11,3,3,80,2,16,2,2,1,3,0,0
31,Yes,Travel_Rarely,416,Human Resources,6,2,Medical,1,1751,3,Female,98,2,1,Human Resources,2,Divorced,2525,11380,1,Y,No,11,3,3,80,1,11,2,2,7,4,2,1
44,Yes,Travel_Rarely,350,Sales,14,2,Medical,1,1741,3,Male,98,3,1,Research Scientist,2,Divorced,2325,11539,1,Y,Yes,11,3,3,80,2,4,2,2,1,4,2,4
45,Yes,Travel_Frequently,705,Human Resources,2,1,Medical,1,1768,3,Male,97,3,1,Human Resources,2,Divorced,2406,11689,1,Y,Yes,11,3,3,80,1,5,2,2,4,0,6,1
46,Yes,Travel_Frequently,331,Research & Development,8,2,Medical,1,1777,3,Male,98,3,1,Research Scientist,2,Married,1692,11365,1,Y,Yes,11,3,3,80,2,2,2,2,1,3,0,3
31,Yes,Travel_Frequently,377,Research & Development,14,2,Medical,1,1717,3,Male,97,3,1,Human Resources,2,Divorced,1694,11482,1,Y,Yes,11,3,3,80,2,2,2,2,4,3,1,2
30,Yes,Travel_Rarely,297,Research & Development,1,1,Medical,1,1779,3,Male,87,3,1,Human Resources,2,Divorced,2626,11567,1,Y,Yes,11,3,3,80,2,12,2,2,1,4,5,5
47,Yes,Travel_Frequently,428,Research & Development,5,2,Medical,1,1747,3,Male,95,1,1,Research Scientist,2,Married,2488,11525,1,Y,Yes,11,3,3,80,2,14,2,2,1,2,5,5
38,Yes,Travel_Frequently,334,Human Resources,3,2,Medical,1,1713,3,Male,96,3,1,Research Scientist,2,Divorced,2352,11536,1,Y,Yes,11,3,3,80,2,7,2,2,7,4,4,1
46,Yes,Travel_Frequently,369,Research & Development,5,2,Medical,1,1769,3,Male,95,1,1,Human Resources,2,Divorced,2418,11538,1,Y,No,11,3,3,80,2,14,2,2,4,0,1,3
45,Yes,Travel_Frequently,664,Research & Development,1,1,Medical,1,1732,3,Female,84,2,1,Human Resources,2,Married,2649,11454,1,Y,Yes,11,3,3,80,2,11,2,2,7,4,3,5
46,Yes,Travel_Frequently,310,Research & Development,5,2,Medical,1,1746,3,Female,95,3,1,Sales Representative,2,Divorced,2079,11128,1,Y,No,11,3,3,80,2,1,2,2,1,1,1,6
29,Yes,Travel_Frequently,609,Research & Development,18,2,Human Resources,1,1774,3,Male,85,3,1,Research Scientist,2,Married,1632,11459,1,Y,No,11,3,3,80,2,16,2,2,8,2,1,0
30,Yes,Travel_Frequently,283,Human Resources,5,2,Medical,1,1775,3,Male,95,3,1,Sales Representative,2,Divorced,2553,11449,1,Y,Yes,11,3,3,80,2,13,2,2,3,0,0,4
42,Yes,Travel_Frequently,348,Research & Development,4,1,Medical,1,1790,3,Male,84,3,1,Human Resources,2,Married,2582,11323,1,Y,Yes,11,3,3,80,2,8,2,2,6,6,0,0
30,Yes,Travel_Rarely,372,Research & Development,20,2,Human Resources,1,1693,3,Male,89,3,1,Sales Representative,2,Married,2370,11425,1,Y,Yes,11,3,3,80,2,12,2,2,7,6,0,3
31,Yes,Travel_Frequently,623,Research & Development,13,1,Medical,1,1713,3,Male,66,3,1,Human Resources,2,Divorced,2501,11117,1,Y,Yes,11,3,3,80,2,4,2,2,8,4,0,5
32,Yes,Travel_Rarely,734,Sales,16,3,Life Sciences,1,1764,2,Male,88,3,2,Sales Executive,2,Single,5941,14038,5,Y,No,15,3,3,80,0,10,2,3,7,1,6,4
32,Yes,Travel_Rarely,310,Sales,2,2,Life Sciences,1,1814,2,Male,46,1,2,Sales Executive,3,Divorced,6569,12470,3,Y,No,16,3,2,80,0,11,2,3,9,3,5,1
40,Yes,Travel_Rarely,366,Sales,1,2,Life Sciences,1,1787,2,Male,54,3,2,Sales Executive,2,Divorced,6700,13602,1,Y,No,16,3,4,80,0,10,2,3,9,5,1,4
37,Yes,Travel_Frequently,721,Sales,18,3,Life Sciences,1,1873,2,Male,89,1,2,Sales Executive,3,Divorced,5879,13873,2,Y,Yes,14,3,4,80,1,11,2,3,2,6,1,0
33,Yes,Travel_Rarely,345,Sales,19,3,Life Sciences,1,1896,2,Male,86,2,2,Sales Executive,3,Single,6348,12706,4,Y,No,15,3,4,80,0,10,2,3,7,5,6,2
38,Yes,Travel_Rarely,576,Sales,10,3,Life Sciences,1,1755,1,Male,85,3,2,Sales Executive,3,Single,5832,12272,3,Y,No,16,3,4,80,1,10,2,3,2,5,6,5
42,Yes,Travel_Rarely,873,Sales,18,2,Life Sciences,1,1777,2,Male,87,3,2,Sales Executive,3,Single,6000,14195,1,Y,Yes,16,3,3,80,0,10,2,3,8,0,0,4
45,Yes,Travel_Rarely,643,Sales,18,3,Life Sciences,1,1784,2,Male,85,3,2,Sales Executive,3,Divorced,6574,12744,3,Y,Yes,14,3,4,80,0,10,2,3,2,6,3,5
33,Yes,Travel_Rarely,482,Sales,10,3,Life Sciences,1,1736,2,Male,86,3,2,Sales Executive,3,Single,6571,12426,2,Y,No,17,3,4,80,0,10,2,3,7,6,5,6
32,Yes,Travel_Rarely,764,Sales,26,2,Life Sciences,1,1828,2,Male,69,3,2,Sales Executive,3,Single,6645,12195,4,Y,No,15,3,3,80,0,11,2,3,0,5,2,3
49,Yes,Travel_Frequently,306,Sales,5,3,Life Sciences,1,1761,2,Male,92,1,2,Sales Executive,2,Single,6239,12309,4,Y,Yes,15,3,2,80,0,11,2,3,0,4,1,2
34,Yes,Travel_Frequently,633,Sales,14,3,Life Sciences,1,1988,2,Male,89,3,2,Sales Executive,3,Single,5842,14015,3,Y,No,16,3,2,80,0,10,2,3,7,5,3,2
45,Yes,Travel_Rarely,509,Sales,7,3,Life Sciences,1,1778,2,Male,92,1,2,Sales Executive,3,Single,6036,12273,2,Y,No,16,3,4,80,0,11,2,3,9,2,5,6
41,Yes,Travel_Rarely,788,Sales,26,2,Life Sciences,1,1748,1,Male,65,2,2,Sales Executive,3,Single,6713,12502,4,Y,Yes,15,3,4,80,1,10,2,3,7,5,5,3
43,Yes,Travel_Rarely,715,Sales,7,3,Life Sciences,1,1909,1,Male,93,3,2,Sales Executive,3,Single,6119,13393,4,Y,No,14,3,2,80,0,10,2,3,1,2,3,1
32,Yes,Travel_Rarely,674,Sales,5,3,Life Sciences,1,1838,1,Male,67,3,2,Sales Executive,3,Divorced,6644,12489,1,Y,No,17,3,4,80,1,11,2,3,6,6,5,0
32,Yes,Travel_Rarely,813,Sales,7,3,Life Sciences,1,1836,1,Male,92,3,2,Sales Executive,3,Single,6432,12517,4,Y,No,16,3,4,80,0,11,2,3,6,2,1,4
34,Yes,Travel_Frequently,585,Sales,13,2,Life Sciences,1,1795,2,Male,66,3,2,Sales Executive,3,Divorced,6516,13764,4,Y,Yes,15,3,3,80,0,10,2,3,8,3,0,1
32,Yes,Travel_Rarely,499,Sales,3,3,Life Sciences,1,2037,2,Male,72,3,2,Sales Executive,3,Single,5895,12581,5,Y,Yes,13,3,4,80,0,10,2,3,7,3,1,5
33,Yes,Travel_Frequently,704,Sales,11,2,Life Sciences,1,1988,2,Male,44,3,2,Sales Executive,2,Single,6279,13422,4,Y,Yes,16,3,3,80,0,10,2,3,6,5,2,3
36,Yes,Travel_Frequently,288,Sales,15,4,Life Sciences,1,1808,3,Male,96,3,2,Manufacturing Director,1,Single,5196,5793,1,Y,No,15,3,2,80,0,9,3,1,3,2,0,7
36,Yes,Travel_Frequently,235,Research & Development,24,4,Life Sciences,1,1726,2,Male,66,3,2,Sales Executive,1,Married,4416,5284,3,Y,No,15,3,2,80,0,5,3,2,7,2,0,0
37,Yes,Travel_Frequently,241,Sales,25,4,Life Sciences,1,1807,4,Male,72,3,2,Laboratory Technician,1,Married,4317,6124,3,Y,No,15,3,3,80,0,10,3,1,6,1,0,4
36,Yes,Travel_Frequently,320,Sales,9,4,Medical,1,1459,2,Male,96,3,2,Laboratory Technician,1,Married,5264,5918,2,Y,No,15,3,3,80,1,6,3,1,9,1,0,7
35,Yes,Travel_Rarely,242,Research & Development,9,4,Life Sciences,1,1352,3,Female,94,3,2,Manufacturing Director,1,Married,4726,5497,1,Y,No,15,3,3,80,0,8,3,1,3,1,0,7
36,Yes,Travel_Rarely,290,Sales,9,4,Life Sciences,1,1808,4,Male,94,3,2,Laboratory Technician,1,Married,5321,5105,3,Y,No,15,3,3,80,1,10,3,2,9,1,0,4
39,Yes,Travel_Frequently,305,Research & Development,14,4,Life Sciences,1,1807,1,Male,95,3,2,Manufacturing Director,1,Married,5129,5675,3,Y,No,15,3,2,80,0,10,3,1,7,2,0,7
41,Yes,Travel_Frequently,303,Research & Development,9,4,Life Sciences,1,1807,1,Male,94,3,2,Laboratory Technician,1,Married,4410,5532,2,Y,No,15,3,3,80,0,10,3,1,9,1,0,5
35,Yes,Travel_Frequently,270,Research & Development,9,4,Life Sciences,1,1808,2,Male,94,3,2,Manufacturing Director,1,Married,4413,5244,3,Y,No,16,3,3,80,1,10,3,2,7,1,0,7
36,Yes,Travel_Rarely,328,Research & Development,9,4,Life Sciences,1,1665,2,Male,82,3,2,Manufacturing Director,1,Married,4381,5035,2,Y,No,15,3,2,80,1,7,3,2,9,1,0,3
44,Yes,Travel_Frequently,234,Research & Development,22,4,Life Sciences,1,1808,2,Male,98,3,2,Laboratory Technician,1,Single,4851,5139,2,Y,No,15,3,2,80,1,7,3,1,9,1,0,1
34,Yes,Travel_Frequently,301,Research & Development,16,4,Life Sciences,1,936,2,Male,96,3,2,Laboratory Technician,1,Married,5311,5811,2,Y,No,16,3,2,80,1,10,3,1,3,1,0,7
41,Yes,Travel_Frequently,276,Research & Development,21,4,Life Sciences,1,1807,1,Male,99,3,2,Manufacturing Director,1,Married,5086,5106,3,Y,No,15,3,3,80,0,7,3,1,7,2,0,6
39,Yes,Travel_Frequently,294,Research & Development,9,4,Life Sciences,1,1808,4,Female,80,3,2,Manufacturing Director,1,Single,4303,5313,2,Y,No,15,3,3,80,1,8,3,1,3,1,0,3
40,Yes,Travel_Frequently,318,Research & Development,21,4,Life Sciences,1,1297,4,Female,99,3,2,Sales Executive,1,Married,4968,6118,2,Y,No,15,3,2,80,0,10,3,2,9,2,0,0
36,Yes,Travel_Frequently,280,Research & Development,9,4,Medical,1,1616,4,Male,81,3,2,Laboratory Technician,1,Married,4324,5301,3,Y,No,16,3,3,80,1,5,3,2,1,1,0,7
36,Yes,Travel_Frequently,338,Research & Development,21,4,Life Sciences,1,1627,4,Male,99,3,2,Sales Executive,1,Married,4628,5326,2,Y,No,16,3,3,80,0,7,3,2,8,2,0,4
34,Yes,Travel_Frequently,292,Research & Development,17,4,Life Sciences,1,1807,4,Male,80,3,2,Manufacturing Director,1,Married,4530,6001,1,Y,No,15,3,2,80,0,10,3,2,4,1,0,7
36,Yes,Travel_Rarely,274,Research & Development,9,4,Medical,1,715,4,Male,85,3,2,Sales Executive,1,Single,5250,5384,2,Y,No,14,3,3,80,0,8,3,1,2,1,0,5
35,Yes,Travel_Frequently,284,Research & Development,9,4,Life Sciences,1,935,3,Male,65,3,2,Manufacturing Director,1,Married,4805,6145,2,Y,No,16,3,2,80,1,10,3,1,2,1,0,3
27,Yes,Travel_Rarely,513,Research & Development,7,3,Medical,1,1449,4,Male,46,3,1,Laboratory Technician,3,Married,4194,4393,1,Y,Yes,15,3,2,80,0,9,3,2,8,6,0,7
27,Yes,Travel_Rarely,379,Research & Development,3,3,Medical,1,1789,4,Male,38,3,1,Research Scientist,2,Single,3784,4698,1,Y,Yes,15,3,2,80,0,7,3,1,9,5,1,7
34,Yes,Travel_Rarely,391,Research & Development,3,1,Medical,1,1708,4,Male,42,3,1,Manufacturing Director,3,Single,4087,4870,1,Y,Yes,15,3,1,80,0,8,3,1,9,2,4,7
35,Yes,Travel_Frequently,906,Research & Development,8,3,Technical Degree,1,1724,4,Male,43,3,1,Manufacturing Director,1,Single,4175,4573,1,Y,No,13,3,1,80,0,7,2,2,7,2,3,6
29,Yes,Travel_Rarely,424,Research & Development,8,3,Life Sciences,1,1698,4,Female,52,3,1,Laboratory Technician,2,Single,4137,4765,1,Y,Yes,15,3,1,80,0,8,3,3,8,2,0,6
35,Yes,Travel_Rarely,721,Research & Development,6,3,Medical,1,1349,4,Male,53,3,1,Manufacturing Director,1,Single,4201,4641,1,Y,No,15,3,1,80,0,8,3,1,7,2,0,7
34,Yes,Travel_Rarely,559,Research & Development,7,3,Life Sciences,1,1593,4,Male,49,3,1,Laboratory Technician,2,Single,4186,4221,1,Y,No,15,3,2,80,0,9,3,3,9,6,6,7
32,Yes,Travel_Rarely,806,Research & Development,7,3,Life Sciences,1,1673,4,Male,53,3,1,Manufacturing Director,1,Single,3782,4776,1,Y,No,13,3,1,80,0,8,3,2,7,2,2,7
29,Yes,Travel_Rarely,600,Research & Development,6,3,Medical,1,1136,4,Male,51,3,1,Laboratory Technician,1,Single,3783,4685,1,Y,No,14,3,1,80,0,8,2,1,9,2,0,7
28,Yes,Travel_Rarely,962,Research & Development,9,1,Medical,1,1774,4,Male,50,3,1,Laboratory Technician,1,Single,4095,4618,1,Y,No,15,3,2,80,0,8,3,1,7,2,4,7
31,Yes,Travel_Frequently,374,Research & Development,4,3,Life Sciences,1,1411,4,Male,36,3,1,Manufacturing Director,3,Married,4152,4651,1,Y,No,13,3,2,80,0,8,2,3,7,4,5,7
33,Yes,Travel_Frequently,794,Research & Development,6,3,Life Sciences,1,1598,4,Male,45,3,1,Manufacturing Director,1,Single,4208,4418,1,Y,No,15,3,2,80,0,9,3,3,8,2,3,6
32,Yes,Travel_Rarely,635,Research & Development,4,3,Medical,1,1603,4,Male,35,3,1,Laboratory Technician,2,Single,4181,4641,1,Y,Yes,15,3,1,80,0,8,3,3,9,5,0,7
34,Yes,Travel_Rarely,531,Research & Development,9,2,Medical,1,1272,4,Female,48,3,1,Laboratory Technician,1,Married,4086,4707,1,Y,No,13,3,1,80,0,8,3,3,8,2,1,7
33,Yes,Travel_Rarely,900,Research & Development,4,3,Medical,1,1685,4,Female,34,3,1,Research Scientist,1,Single,4039,4963,1,Y,Yes,13,3,2,80,0,7,3,1,7,5,2,7
28,Yes,Travel_Rarely,493,Research & Development,5,3,Technical Degree,1,1762,4,Male,49,3,1,Manufacturing Director,1,Single,3742,4703,1,Y,Yes,15,3,1,80,0,7,3,1,7,3,1,6
28,Yes,Travel_Rarely,1025,Research & Development,4,3,Medical,1,1765,4,Male,36,3,1,Research Scientist,1,Single,4125,4711,1,Y,No,15,3,1,80,0,8,3,1,8,5,4,7
36,Yes,Travel_Frequently,733,Research & Development,6,1,Life Sciences,1,1791,4,Male,48,3,1,Laboratory Technician,1,Single,4113,4693,1,Y,No,13,3,2,80,0,9,3,1,8,2,4,6
28,Yes,Travel_Rarely,622,Research & Development,4,3,Technical Degree,1,1544,4,Male,52,3,1,Research Scientist,1,Married,4201,4730,1,Y,No,12,3,1,80,0,8,3,2,7,2,3,7
29,Yes,Travel_Frequently,503,Research & Development,6,2,Medical,1,1597,4,Male,37,3,1,Laboratory Technician,3,Single,4147,4972,1,Y,No,14,3,2,80,0,9,3,3,7,2,3,7
27,Yes,Travel_Rarely,476,Research & Development,21,2,Medical,1,1456,3,Female,60,3,1,Laboratory Technician,2,Divorced,2184,7200,0,Y,No,14,3,2,80,0,4,3,3,2,0,0,2
27,Yes,Travel_Rarely,920,Research & Development,23,2,Medical,1,1802,3,Female,50,2,1,Laboratory Technician,2,Married,2515,7094,0,Y,No,13,3,1,80,0,1,3,3,4,0,0,0
26,Yes,Travel_Rarely,854,Research & Development,23,2,Medical,1,1716,2,Female,54,3,1,Human Resources,2,Married,2400,6952,0,Y,No,13,3,3,80,1,3,2,3,4,1,0,2
26,Yes,Travel_Rarely,976,Research & Development,13,2,Medical,1,1751,3,Female,58,2,1,Human Resources,2,Married,2180,7106,0,Y,Yes,14,3,3,80,2,2,3,3,1,1,0,0
27,Yes,Travel_Frequently,925,Research & Development,14,2,Medical,1,1731,3,Male,64,2,1,Laboratory Technician,2,Married,2300,7047,0,Y,No,14,3,3,80,1,4,3,3,2,1,0,1
26,Yes,Travel_Frequently,956,Research & Development,8,2,Medical,1,1356,1,Female,65,3,1,Human Resources,2,Married,2157,7134,0,Y,Yes,13,3,3,80,2,4,3,3,1,1,0,2
26,Yes,Travel_Rarely,333,Research & Development,21,2,Medical,1,1601,3,Female,63,3,1,Laboratory Technician,2,Married,2201,7290,0,Y,Yes,13,3,2,80,1,5,2,3,4,0,0,2
27,Yes,Travel_Rarely,965,Human Resources,13,2,Medical,1,1682,3,Male,65,3,1,Human Resources,2,Married,2517,7039,0,Y,Yes,14,3,3,80,0,2,3,3,1,1,0,3
27,Yes,Travel_Rarely,944,Human Resources,7,2,Medical,1,1141,3,Female,64,3,1,Laboratory Technician,2,Married,2516,7103,0,Y,Yes,11,3,3,80,0,2,3,3,4,1,0,3
27,Yes,Travel_Frequently,982,Human Resources,20,2,Medical,1,1790,3,Male,62,3,1,Laboratory Technician,2,Married,2384,7150,0,Y,Yes,14,3,2,80,1,3,2,3,1,1,0,1
27,Yes,Travel_Rarely,920,Human Resources,23,2,Medical,1,1418,3,Male,53,2,1,Human Resources,2,Divorced,2269,7127,0,Y,Yes,13,3,1,80,0,2,3,3,1,0,0,1
26,Yes,Travel_Rarely,964,Research & Development,21,2,Medical,1,1652,3,Female,59,3,1,Human Resources,2,Married,2156,7187,0,Y,Yes,12,3,1,80,1,5,2,3,2,1,0,1
27,Yes,Travel_Rarely,947,Human Resources,22,2,Medical,1,1610,3,Female,52,2,1,Laboratory Technician,2,Married,2211,7134,0,Y,No,13,3,3,80,0,2,2,3,4,0,0,3
26,Yes,Travel_Rarely,421,Human Resources,19,2,Medical,1,1278,1,Male,60,2,1,Laboratory Technician,2,Divorced,2403,7088,0,Y,Yes,13,3,3,80,2,3,3,3,2,1,0,1
27,Yes,Travel_Rarely,975,Human Resources,22,2,Medical,1,1720,2,Male,52,3,1,Laboratory Technician,2,Married,2297,6908,0,Y,No,14,3,1,80,0,1,2,3,1,0,0,0
27,Yes,Travel_Rarely,538,Human Resources,4,2,Medical,1,1781,1,Female,61,3,1,Human Resources,2,Married,2552,7091,0,Y,No,11,3,3,80,2,1,3,3,1,0,0,0
27,Yes,Travel_Rarely,988,Research & Development,22,2,Medical,1,1783,2,Female,53,3,1,Laboratory Technician,2,Married,2323,7085,0,Y,Yes,12,3,3,80,0,3,2,3,3,0,0,2
26,Yes,Travel_Rarely,958,Human Resources,22,2,Medical,1,1800,2,Male,60,3,1,Laboratory Technician,2,Married,2347,7044,0,Y,Yes,13,3,2,80,0,5,3,3,3,1,0,1
27,Yes,Travel_Frequently,946,Human Resources,2,2,Medical,1,1610,3,Male,63,3,1,Laboratory Technician,2,Divorced,2171,7072,0,Y,Yes,15,3,3,80,0,3,3,3,2,1,0,3
27,Yes,Travel_Rarely,507,Human Resources,8,2,Medical,1,1651,3,Female,49,3,1,Laboratory Technician,2,Married,2280,6902,0,Y,Yes,12,3,2,80,1,4,2,3,1,1,0,1
37,Yes,Travel_Rarely,223,Sales,18,2,Medical,1,1452,3,Female,69,3,2,Sales Executive,1,Single,8875,10304,0,Y,Yes,22,4,3,80,0,12,2,3,3,7,3,7
36,Yes,Travel_Rarely,271,Sales,16,2,Medical,1,1816,2,Female,81,3,2,Sales Executive,1,Single,9463,10455,3,Y,Yes,22,4,2,80,0,11,2,3,8,7,2,0
41,Yes,Travel_Rarely,255,Sales,16,2,Medical,1,1717,4,Female,77,3,2,Healthcare Representative,1,Single,8574,10733,3,Y,Yes,22,4,3,80,0,11,2,3,8,4,3,4
43,Yes,Travel_Rarely,857,Sales,15,2,Technical Degree,1,1801,2,Female,70,3,2,Healthcare Representative,1,Single,8973,10466,2,Y,No,20,4,3,80,0,11,2,3,8,6,3,7
38,Yes,Travel_Rarely,321,Sales,16,2,Life Sciences,1,1795,3,Female,67,3,2,Sales Executive,1,Married,8714,10544,1,Y,Yes,22,4,3,80,0,12,2,3,3,3,2,7
43,Yes,Travel_Rarely,651,Sales,10,2,Medical,1,1349,4,Female,67,3,2,Healthcare Representative,1,Married,8940,10380,3,Y,Yes,22,4,3,80,0,11,2,3,8,5,2,4
39,Yes,Travel_Rarely,211,Sales,19,2,Life Sciences,1,1600,1,Female,68,3,2,Sales Executive,1,Married,8851,10150,3,Y,No,22,4,3,80,0,12,2,3,8,7,0,7
36,Yes,Travel_Rarely,746,Research & Development,15,2,Life Sciences,1,1682,1,Male,67,3,2,Healthcare Representative,1,Single,9467,10559,1,Y,No,20,4,3,80,0,10,2,3,8,5,3,5
39,Yes,Travel_Rarely,517,Research & Development,10,2,Medical,1,1131,2,Female,68,3,2,Sales Executive,1,Married,9465,10438,3,Y,Yes,21,4,3,80,0,10,2,2,8,6,3,7
38,Yes,Travel_Rarely,918,Research & Development,20,2,Medical,1,1813,2,Male,71,3,2,Sales Executive,1,Married,8596,10351,2,Y,Yes,22,4,3,80,0,11,2,3,8,4,0,3
33,Yes,Travel_Rarely,265,Research & Development,16,2,Life Sciences,1,1413,2,Male,72,3,2,Healthcare Representative,1,Single,8757,10394,2,Y,No,21,4,2,80,0,11,2,3,8,7,0,1
42,Yes,Travel_Rarely,732,Sales,18,2,Life Sciences,1,1772,2,Female,70,3,2,Healthcare Representative,1,Married,8914,10327,1,Y,Yes,22,4,2,80,0,12,2,3,4,4,1,7
37,Yes,Travel_Rarely,555,Research & Development,17,2,Medical,1,1609,1,Female,73,3,2,Sales Executive,1,Married,8837,10380,2,Y,Yes,22,4,3,80,0,11,2,3,8,7,3,6
40,Yes,Travel_Rarely,218,Research & Development,20,2,Medical,1,1270,4,Female,73,3,2,Sales Executive,1,Single,8569,10467,2,Y,No,21,4,3,80,0,12,2,3,4,3,2,3
38,Yes,Travel_Rarely,850,Research & Development,17,2,Medical,1,1792,4,Female,73,3,2,Sales Executive,1,Married,9144,10804,2,Y,Yes,20,4,2,80,0,9,2,3,8,7,3,0
37,Yes,Travel_Rarely,228,Research & Development,6,2,Technical Degree,1,1810,4,Female,72,3,2,Healthcare Representative,1,Single,9517,10462,3,Y,Yes,22,4,3,80,0,11,2,3,0,7,3,7
38,Yes,Travel_Rarely,988,Sales,17,2,Medical,1,1810,4,Female,72,3,2,Sales Executive,1,Married,8680,10473,2,Y,Yes,22,4,3,80,0,11,2,3,8,7,3,4
45,Yes,Travel_Rarely,664,Research & Development,18,2,Life Sciences,1,1803,4,Male,73,3,2,Sales Executive,1,Single,8647,10573,0,Y,No,21,4,3,80,0,12,2,2,5,1,3,7
38,Yes,Travel_Rarely,541,Research & Development,5,2,Technical Degree,1,1759,4,Male,70,3,2,Sales Executive,1,Single,8893,10497,2,Y,No,20,4,3,80,0,12,2,3,2,0,3,5
39,Yes,Travel_Rarely,226,Research & Development,10,2,Medical,1,1772,3,Female,81,3,2,Sales Executive,1,Married,8741,10815,2,Y,No,21,4,3,80,0,12,2,3,1,3,3,3
38,Yes,Travel_Rarely,482,Research & Development,11,4,Human Resources,1,1684,3,Male,91,3,1,Laboratory Technician,1,Single,3063,21198,2,Y,No,14,3,2,80,0,3,3,2,1,3,0,0
38,Yes,Travel_Rarely,362,Research & Development,3,4,Human Resources,1,1814,3,Male,86,3,1,Laboratory Technician,2,Married,2186,21750,2,Y,No,15,3,2,80,0,6,3,2,1,2,0,1
31,Yes,Travel_Rarely,377,Research & Development,2,4,Human Resources,1,1797,4,Male,87,3,1,Human Resources,1,Married,3698,21434,0,Y,No,15,3,3,80,0,8,3,2,1,0,0,0
31,Yes,Travel_Frequently,559,Research & Development,15,4,Life Sciences,1,1724,2,Male,91,3,1,Human Resources,1,Married,2888,21287,1,Y,No,14,3,3,80,0,5,2,1,4,0,0,0
36,Yes,Travel_Rarely,379,Research & Development,15,3,Life Sciences,1,1689,3,Male,90,3,1,Laboratory Technician,2,Married,3404,21691,2,Y,No,14,3,3,80,0,3,3,1,1,0,0,0
31,Yes,Travel_Rarely,490,Research & Development,12,3,Human Resources,1,1640,4,Male,89,3,1,Human Resources,1,Married,2935,21799,2,Y,Yes,15,3,3,80,0,6,3,2,4,0,0,0
31,Yes,Travel_Rarely,521,Research & Development,12,4,Life Sciences,1,1747,2,Male,90,3,1,Laboratory Technician,2,Married,3112,21113,0,Y,No,15,3,2,80,0,3,3,1,1,3,1,0
31,Yes,Travel_Rarely,522,Human Resources,14,4,Life Sciences,1,1782,2,Male,89,3,1,Human Resources,1,Married,2181,21681,1,Y,No,14,3,3,80,0,10,3,1,4,0,0,0
36,Yes,Travel_Rarely,445,Human Resources,12,3,Human Resources,1,1547,3,Male,90,3,1,Laboratory Technician,1,Married,2184,21761,0,Y,Yes,16,3,3,80,0,9,2,1,1,0,0,0
37,Yes,Travel_Rarely,580,Human Resources,17,4,Human Resources,1,1794,3,Male,88,3,1,Laboratory Technician,1,Married,3653,21818,3,Y,Yes,14,3,2,80,0,4,3,2,4,0,1,1
31,Yes,Travel_Frequently,360,Human Resources,4,3,Life Sciences,1,1667,2,Male,93,3,1,Human Resources,1,Single,3313,21790,3,Y,No,15,3,2,80,0,5,2,1,4,1,1,1
33,Yes,Travel_Frequently,517,Research & Development,10,4,Life Sciences,1,1549,2,Male,91,3,1,Human Resources,1,Married,2980,21210,1,Y,Yes,15,3,2,80,0,2,3,1,1,0,0,0
